iteration,average loss
7000,"tensor(0.0208, device='cuda:0', grad_fn=<DivBackward0>)"
7200,"tensor(0.0205, device='cuda:0', grad_fn=<DivBackward0>)"
7400,"tensor(0.0206, device='cuda:0', grad_fn=<DivBackward0>)"
7600,"tensor(0.0204, device='cuda:0', grad_fn=<DivBackward0>)"
7800,"tensor(0.0204, device='cuda:0', grad_fn=<DivBackward0>)"
8000,"tensor(0.0199, device='cuda:0', grad_fn=<DivBackward0>)"
8200,"tensor(0.0198, device='cuda:0', grad_fn=<DivBackward0>)"
8400,"tensor(0.0203, device='cuda:0', grad_fn=<DivBackward0>)"
8600,"tensor(0.0199, device='cuda:0', grad_fn=<DivBackward0>)"
8800,"tensor(0.0198, device='cuda:0', grad_fn=<DivBackward0>)"
9000,"tensor(0.0196, device='cuda:0', grad_fn=<DivBackward0>)"
9200,"tensor(0.0194, device='cuda:0', grad_fn=<DivBackward0>)"
9400,"tensor(0.0197, device='cuda:0', grad_fn=<DivBackward0>)"
9600,"tensor(0.0189, device='cuda:0', grad_fn=<DivBackward0>)"
9800,"tensor(0.0192, device='cuda:0', grad_fn=<DivBackward0>)"
10000,"tensor(0.0189, device='cuda:0', grad_fn=<DivBackward0>)"
10200,"tensor(0.0192, device='cuda:0', grad_fn=<DivBackward0>)"
10400,"tensor(0.0188, device='cuda:0', grad_fn=<DivBackward0>)"
10600,"tensor(0.0186, device='cuda:0', grad_fn=<DivBackward0>)"
10800,"tensor(0.0187, device='cuda:0', grad_fn=<DivBackward0>)"
11000,"tensor(0.0185, device='cuda:0', grad_fn=<DivBackward0>)"
11200,"tensor(0.0187, device='cuda:0', grad_fn=<DivBackward0>)"
11400,"tensor(0.0187, device='cuda:0', grad_fn=<DivBackward0>)"
11600,"tensor(0.0181, device='cuda:0', grad_fn=<DivBackward0>)"
11800,"tensor(0.0181, device='cuda:0', grad_fn=<DivBackward0>)"
12000,"tensor(0.0182, device='cuda:0', grad_fn=<DivBackward0>)"
12200,"tensor(0.0185, device='cuda:0', grad_fn=<DivBackward0>)"
12400,"tensor(0.0181, device='cuda:0', grad_fn=<DivBackward0>)"
12600,"tensor(0.0179, device='cuda:0', grad_fn=<DivBackward0>)"
12800,"tensor(0.0183, device='cuda:0', grad_fn=<DivBackward0>)"
13000,"tensor(0.0177, device='cuda:0', grad_fn=<DivBackward0>)"
13200,"tensor(0.0176, device='cuda:0', grad_fn=<DivBackward0>)"
13400,"tensor(0.0177, device='cuda:0', grad_fn=<DivBackward0>)"
13600,"tensor(0.0173, device='cuda:0', grad_fn=<DivBackward0>)"
13800,"tensor(0.0176, device='cuda:0', grad_fn=<DivBackward0>)"
14000,"tensor(0.0175, device='cuda:0', grad_fn=<DivBackward0>)"
14200,"tensor(0.0174, device='cuda:0', grad_fn=<DivBackward0>)"
14400,"tensor(0.0171, device='cuda:0', grad_fn=<DivBackward0>)"
14600,"tensor(0.0172, device='cuda:0', grad_fn=<DivBackward0>)"
14800,"tensor(0.0170, device='cuda:0', grad_fn=<DivBackward0>)"
15000,"tensor(0.0176, device='cuda:0', grad_fn=<DivBackward0>)"
15200,"tensor(0.0172, device='cuda:0', grad_fn=<DivBackward0>)"
15400,"tensor(0.0172, device='cuda:0', grad_fn=<DivBackward0>)"
15600,"tensor(0.0168, device='cuda:0', grad_fn=<DivBackward0>)"
15800,"tensor(0.0172, device='cuda:0', grad_fn=<DivBackward0>)"
16000,"tensor(0.0167, device='cuda:0', grad_fn=<DivBackward0>)"
16200,"tensor(0.0167, device='cuda:0', grad_fn=<DivBackward0>)"
16400,"tensor(0.0164, device='cuda:0', grad_fn=<DivBackward0>)"
16600,"tensor(0.0170, device='cuda:0', grad_fn=<DivBackward0>)"
16800,"tensor(0.0165, device='cuda:0', grad_fn=<DivBackward0>)"
17000,"tensor(0.0168, device='cuda:0', grad_fn=<DivBackward0>)"
17200,"tensor(0.0163, device='cuda:0', grad_fn=<DivBackward0>)"
17400,"tensor(0.0166, device='cuda:0', grad_fn=<DivBackward0>)"
17600,"tensor(0.0160, device='cuda:0', grad_fn=<DivBackward0>)"
17800,"tensor(0.0167, device='cuda:0', grad_fn=<DivBackward0>)"
18000,"tensor(0.0165, device='cuda:0', grad_fn=<DivBackward0>)"
18200,"tensor(0.0163, device='cuda:0', grad_fn=<DivBackward0>)"
18400,"tensor(0.0156, device='cuda:0', grad_fn=<DivBackward0>)"
18600,"tensor(0.0167, device='cuda:0', grad_fn=<DivBackward0>)"
18800,"tensor(0.0159, device='cuda:0', grad_fn=<DivBackward0>)"
19000,"tensor(0.0163, device='cuda:0', grad_fn=<DivBackward0>)"
19200,"tensor(0.0159, device='cuda:0', grad_fn=<DivBackward0>)"
19400,"tensor(0.0163, device='cuda:0', grad_fn=<DivBackward0>)"
19600,"tensor(0.0157, device='cuda:0', grad_fn=<DivBackward0>)"
19800,"tensor(0.0159, device='cuda:0', grad_fn=<DivBackward0>)"
20000,"tensor(0.0160, device='cuda:0', grad_fn=<DivBackward0>)"
