iteration,average loss
12600,"tensor(0.0061, device='cuda:0', grad_fn=<DivBackward0>)"
12800,"tensor(0.0057, device='cuda:0', grad_fn=<DivBackward0>)"
13000,"tensor(0.0057, device='cuda:0', grad_fn=<DivBackward0>)"
13200,"tensor(0.0058, device='cuda:0', grad_fn=<DivBackward0>)"
13400,"tensor(0.0059, device='cuda:0', grad_fn=<DivBackward0>)"
13600,"tensor(0.0059, device='cuda:0', grad_fn=<DivBackward0>)"
13800,"tensor(0.0062, device='cuda:0', grad_fn=<DivBackward0>)"
14000,"tensor(0.0055, device='cuda:0', grad_fn=<DivBackward0>)"
14200,"tensor(0.0054, device='cuda:0', grad_fn=<DivBackward0>)"
14400,"tensor(0.0058, device='cuda:0', grad_fn=<DivBackward0>)"
14600,"tensor(0.0056, device='cuda:0', grad_fn=<DivBackward0>)"
14800,"tensor(0.0055, device='cuda:0', grad_fn=<DivBackward0>)"
15000,"tensor(0.0054, device='cuda:0', grad_fn=<DivBackward0>)"
15200,"tensor(0.0058, device='cuda:0', grad_fn=<DivBackward0>)"
15400,"tensor(0.0055, device='cuda:0', grad_fn=<DivBackward0>)"
15600,"tensor(0.0050, device='cuda:0', grad_fn=<DivBackward0>)"
15800,"tensor(0.0054, device='cuda:0', grad_fn=<DivBackward0>)"
16000,"tensor(0.0052, device='cuda:0', grad_fn=<DivBackward0>)"
16200,"tensor(0.0051, device='cuda:0', grad_fn=<DivBackward0>)"
16400,"tensor(0.0052, device='cuda:0', grad_fn=<DivBackward0>)"
16600,"tensor(0.0049, device='cuda:0', grad_fn=<DivBackward0>)"
16800,"tensor(0.0051, device='cuda:0', grad_fn=<DivBackward0>)"
17000,"tensor(0.0052, device='cuda:0', grad_fn=<DivBackward0>)"
17200,"tensor(0.0048, device='cuda:0', grad_fn=<DivBackward0>)"
17400,"tensor(0.0046, device='cuda:0', grad_fn=<DivBackward0>)"
17600,"tensor(0.0050, device='cuda:0', grad_fn=<DivBackward0>)"
17800,"tensor(0.0049, device='cuda:0', grad_fn=<DivBackward0>)"
18000,"tensor(0.0051, device='cuda:0', grad_fn=<DivBackward0>)"
18200,"tensor(0.0051, device='cuda:0', grad_fn=<DivBackward0>)"
18400,"tensor(0.0050, device='cuda:0', grad_fn=<DivBackward0>)"
18600,"tensor(0.0044, device='cuda:0', grad_fn=<DivBackward0>)"
18800,"tensor(0.0049, device='cuda:0', grad_fn=<DivBackward0>)"
19000,"tensor(0.0048, device='cuda:0', grad_fn=<DivBackward0>)"
19200,"tensor(0.0050, device='cuda:0', grad_fn=<DivBackward0>)"
19400,"tensor(0.0046, device='cuda:0', grad_fn=<DivBackward0>)"
19600,"tensor(0.0044, device='cuda:0', grad_fn=<DivBackward0>)"
19800,"tensor(0.0047, device='cuda:0', grad_fn=<DivBackward0>)"
20000,"tensor(0.0046, device='cuda:0', grad_fn=<DivBackward0>)"
